
1670955446063 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670955447772 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 110.8, 'chp': 0.6, 'lp': 18608.0, 'spread': 0.0, 'ask': 0.0, 'bid': 0.0, 'open_price': 18524.4, 'high_price': 18617.2, 'low_price': 18490.2, 'prev_close_price': 18497.2, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670889600}}]}

1670990132166 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670990133094 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 13.3, 'chp': 0.85, 'lp': 1585.45, 'spread': 0.35, 'ask': 1585.45, 'bid': 1585.1, 'open_price': 1582.0, 'high_price': 1585.8, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 554673, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 1583.75, 'h': 1585.5, 'l': 1583.5, 'c': 1585.45, 'v': 27968, 'tf': '9:25'}}}]}

1670990133101 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670990134388 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': 4.65, 'chp': 0.1, 'lp': 4683.5, 'spread': 2.35, 'ask': 4685.6, 'bid': 4683.25, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 33055, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 4683.7, 'h': 4688.35, 'l': 4682.6, 'c': 4683.5, 'v': 1248, 'tf': '9:25'}}}]}

1670990134396 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670990135910 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 4.5, 'chp': 0.36, 'lp': 1239.45, 'spread': 0.5, 'ask': 1239.3, 'bid': 1238.8, 'open_price': 1241.75, 'high_price': 1241.75, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 289915, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 1237.6, 'h': 1240.0, 'l': 1237.6, 'c': 1239.45, 'v': 27615, 'tf': '9:25'}}}]}

1670990145925 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670990147593 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 74.95, 'chp': 0.4, 'lp': 18682.95, 'spread': 0.0, 'ask': 18682.95, 'bid': 18682.95, 'open_price': 18671.25, 'high_price': 18683.5, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 18676.1, 'h': 18683.5, 'l': 18676.1, 'c': 18682.95, 'v': 0, 'tf': '9:25'}}}]}

1670990147594 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670990148956 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 91.8, 'chp': 0.21, 'lp': 44038.35, 'spread': 0.0, 'ask': 44038.35, 'bid': 44038.35, 'open_price': 44078.6, 'high_price': 44082.9, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 44016.6, 'h': 44040.6, 'l': 44016.6, 'c': 44038.35, 'v': 0, 'tf': '9:25'}}}]}

1670990148957 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670990150878 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 8.2, 'chp': 1.79, 'lp': 466.3, 'spread': 0.25, 'ask': 466.55, 'bid': 466.3, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1170719, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 466.35, 'h': 466.6, 'l': 466.0, 'c': 466.3, 'v': 23543, 'tf': '9:25'}}}]}

1670990150886 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670990152159 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 14.0, 'chp': 0.89, 'lp': 1586.15, 'spread': 0.15, 'ask': 1586.3, 'bid': 1586.15, 'open_price': 1582.0, 'high_price': 1587.05, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 571148, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 1583.75, 'h': 1587.05, 'l': 1583.5, 'c': 1586.15, 'v': 44443, 'tf': '9:25'}}}]}

1670990152165 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670990154750 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': 6.05, 'chp': 0.13, 'lp': 4684.9, 'spread': 1.1, 'ask': 4686.0, 'bid': 4684.9, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 33246, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 4683.7, 'h': 4688.35, 'l': 4682.2, 'c': 4684.9, 'v': 1439, 'tf': '9:25'}}}]}

1670990154756 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670990157267 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 4.75, 'chp': 0.38, 'lp': 1239.7, 'spread': 0.55, 'ask': 1239.7, 'bid': 1239.15, 'open_price': 1241.75, 'high_price': 1241.75, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 294558, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670990100, 'o': 1237.6, 'h': 1240.0, 'l': 1237.6, 'c': 1239.7, 'v': 32258, 'tf': '9:25'}}}]}

1670990167280 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670990170930 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 75.15, 'chp': 0.4, 'lp': 18683.15, 'spread': 0.0, 'ask': 18683.15, 'bid': 18683.15, 'open_price': 18671.25, 'high_price': 18683.9, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 18682.5, 'h': 18683.15, 'l': 18681.95, 'c': 18683.15, 'v': 0, 'tf': '9:26'}}}]}

1670990170932 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670990172666 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 96.35, 'chp': 0.22, 'lp': 44042.9, 'spread': 0.0, 'ask': 44042.9, 'bid': 44042.9, 'open_price': 44078.6, 'high_price': 44082.9, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 44043.05, 'h': 44045.35, 'l': 44041.75, 'c': 44042.9, 'v': 0, 'tf': '9:26'}}}]}

1670990172667 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670990174058 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 7.7, 'chp': 1.68, 'lp': 465.8, 'spread': 0.1, 'ask': 465.9, 'bid': 465.8, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1213979, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 466.5, 'h': 466.75, 'l': 465.8, 'c': 465.8, 'v': 40378, 'tf': '9:26'}}}]}

1670990174067 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670990174979 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 13.3, 'chp': 0.85, 'lp': 1585.45, 'spread': 0.1, 'ask': 1585.45, 'bid': 1585.35, 'open_price': 1582.0, 'high_price': 1587.05, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 579342, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 1586.0, 'h': 1586.0, 'l': 1585.05, 'c': 1585.45, 'v': 4960, 'tf': '9:26'}}}]}

1670990174988 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670990175912 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': 8.95, 'chp': 0.19, 'lp': 4687.8, 'spread': 2.25, 'ask': 4687.8, 'bid': 4685.55, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 34065, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 4684.0, 'h': 4687.8, 'l': 4683.9, 'c': 4687.8, 'v': 754, 'tf': '9:26'}}}]}

1670990175920 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670990177154 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 3.25, 'chp': 0.26, 'lp': 1238.2, 'spread': 0.6, 'ask': 1238.2, 'bid': 1237.6, 'open_price': 1241.75, 'high_price': 1241.75, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 302085, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 1239.1, 'h': 1239.5, 'l': 1237.75, 'c': 1238.2, 'v': 7117, 'tf': '9:26'}}}]}

1670990187166 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670990188609 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 73.9, 'chp': 0.4, 'lp': 18681.9, 'spread': 0.0, 'ask': 18681.9, 'bid': 18681.9, 'open_price': 18671.25, 'high_price': 18683.9, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 18682.5, 'h': 18683.15, 'l': 18678.35, 'c': 18681.9, 'v': 0, 'tf': '9:26'}}}]}

1670990188610 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670990189503 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 85.25, 'chp': 0.19, 'lp': 44031.8, 'spread': 0.0, 'ask': 44031.8, 'bid': 44031.8, 'open_price': 44078.6, 'high_price': 44082.9, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 44043.05, 'h': 44045.35, 'l': 44026.9, 'c': 44031.8, 'v': 0, 'tf': '9:26'}}}]}

1670990189504 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670990190842 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 8.15, 'chp': 1.78, 'lp': 466.25, 'spread': 0.15, 'ask': 466.4, 'bid': 466.25, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1218257, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 466.5, 'h': 466.75, 'l': 465.8, 'c': 466.25, 'v': 44656, 'tf': '9:26'}}}]}

1670990190849 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670990191823 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 13.8, 'chp': 0.88, 'lp': 1585.95, 'spread': 0.3, 'ask': 1585.95, 'bid': 1585.65, 'open_price': 1582.0, 'high_price': 1587.05, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 588636, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 1586.0, 'h': 1586.15, 'l': 1585.05, 'c': 1585.95, 'v': 14254, 'tf': '9:26'}}}]}

1670990191830 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670990192734 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': 4.9, 'chp': 0.1, 'lp': 4683.75, 'spread': 1.2, 'ask': 4684.95, 'bid': 4683.75, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 34224, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 4684.0, 'h': 4687.8, 'l': 4683.75, 'c': 4683.75, 'v': 913, 'tf': '9:26'}}}]}

1670990192740 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670990193746 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 3.3, 'chp': 0.27, 'lp': 1238.25, 'spread': 0.05, 'ask': 1238.6, 'bid': 1238.55, 'open_price': 1241.75, 'high_price': 1241.75, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 305458, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 1239.1, 'h': 1239.5, 'l': 1237.35, 'c': 1238.25, 'v': 10490, 'tf': '9:26'}}}]}

1670990203758 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670990204658 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 73.65, 'chp': 0.4, 'lp': 18681.65, 'spread': 0.0, 'ask': 18681.65, 'bid': 18681.65, 'open_price': 18671.25, 'high_price': 18683.9, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 18682.5, 'h': 18683.15, 'l': 18678.35, 'c': 18681.65, 'v': 0, 'tf': '9:26'}}}]}

1670990204659 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670990205953 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 85.95, 'chp': 0.2, 'lp': 44032.5, 'spread': 0.0, 'ask': 44032.5, 'bid': 44032.5, 'open_price': 44078.6, 'high_price': 44082.9, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 44043.05, 'h': 44045.35, 'l': 44026.9, 'c': 44032.5, 'v': 0, 'tf': '9:26'}}}]}

1670990205954 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670990206897 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 8.25, 'chp': 1.8, 'lp': 466.35, 'spread': 0.1, 'ask': 466.35, 'bid': 466.25, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1226358, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 466.5, 'h': 466.75, 'l': 465.8, 'c': 466.35, 'v': 52757, 'tf': '9:26'}}}]}

1670990206904 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670990207798 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 14.45, 'chp': 0.92, 'lp': 1586.6, 'spread': 0.5, 'ask': 1586.6, 'bid': 1586.1, 'open_price': 1582.0, 'high_price': 1587.05, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 592339, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 1586.0, 'h': 1586.65, 'l': 1585.05, 'c': 1586.6, 'v': 17957, 'tf': '9:26'}}}]}

1670990207805 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670990208759 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': 4.15, 'chp': 0.09, 'lp': 4683.0, 'spread': 1.0, 'ask': 4684.0, 'bid': 4683.0, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 34435, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 4684.0, 'h': 4687.8, 'l': 4683.0, 'c': 4683.0, 'v': 1124, 'tf': '9:26'}}}]}

1670990208766 :: quotes :: {'symbols': 'NSE:INDUSINDBK-EQ'} :: 1670990209658 :: {'s': 'ok', 'd': [{'n': 'NSE:INDUSINDBK-EQ', 's': 'ok', 'v': {'ch': 3.5, 'chp': 0.28, 'lp': 1238.45, 'spread': 0.25, 'ask': 1238.9, 'bid': 1238.65, 'open_price': 1241.75, 'high_price': 1241.75, 'low_price': 1233.0, 'prev_close_price': 1234.95, 'volume': 307597, 'short_name': 'INDUSINDBK-EQ', 'exchange': 'NSE', 'description': 'NSE:INDUSINDBK-EQ', 'original_name': 'NSE:INDUSINDBK-EQ', 'symbol': 'NSE:INDUSINDBK-EQ', 'fyToken': '10100000005258', 'tt': 1670976000, 'cmd': {'t': 1670990160, 'o': 1239.1, 'h': 1239.5, 'l': 1237.35, 'c': 1238.45, 'v': 12629, 'tf': '9:26'}}}]}

1670990219670 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1670990220569 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 73.1, 'chp': 0.39, 'lp': 18681.1, 'spread': 0.0, 'ask': 18681.1, 'bid': 18681.1, 'open_price': 18671.25, 'high_price': 18683.9, 'low_price': 18651.65, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1670976000, 'cmd': {'t': 1670990220, 'o': 18681.1, 'h': 18681.1, 'l': 18681.1, 'c': 18681.1, 'v': 0, 'tf': '9:27'}}}]}

1670990220569 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1670990221554 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': 82.55, 'chp': 0.19, 'lp': 44029.1, 'spread': 0.0, 'ask': 44029.1, 'bid': 44029.1, 'open_price': 44078.6, 'high_price': 44082.9, 'low_price': 43990.75, 'prev_close_price': 43946.55, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1670976000, 'cmd': {'t': 1670990220, 'o': 44026.05, 'h': 44029.1, 'l': 44026.05, 'c': 44029.1, 'v': 0, 'tf': '9:27'}}}]}

1670990221555 :: quotes :: {'symbols': 'NSE:HINDALCO-EQ'} :: 1670990222448 :: {'s': 'ok', 'd': [{'n': 'NSE:HINDALCO-EQ', 's': 'ok', 'v': {'ch': 8.15, 'chp': 1.78, 'lp': 466.25, 'spread': 0.2, 'ask': 466.45, 'bid': 466.25, 'open_price': 461.65, 'high_price': 469.95, 'low_price': 461.05, 'prev_close_price': 458.1, 'volume': 1231678, 'short_name': 'HINDALCO-EQ', 'exchange': 'NSE', 'description': 'NSE:HINDALCO-EQ', 'original_name': 'NSE:HINDALCO-EQ', 'symbol': 'NSE:HINDALCO-EQ', 'fyToken': '10100000001363', 'tt': 1670976000, 'cmd': {'t': 1670990220, 'o': 466.5, 'h': 466.5, 'l': 466.25, 'c': 466.25, 'v': 2411, 'tf': '9:27'}}}]}

1670990222455 :: quotes :: {'symbols': 'NSE:INFY-EQ'} :: 1670990223390 :: {'s': 'ok', 'd': [{'n': 'NSE:INFY-EQ', 's': 'ok', 'v': {'ch': 15.45, 'chp': 0.98, 'lp': 1587.6, 'spread': 0.1, 'ask': 1587.7, 'bid': 1587.6, 'open_price': 1582.0, 'high_price': 1587.7, 'low_price': 1575.05, 'prev_close_price': 1572.15, 'volume': 599671, 'short_name': 'INFY-EQ', 'exchange': 'NSE', 'description': 'NSE:INFY-EQ', 'original_name': 'NSE:INFY-EQ', 'symbol': 'NSE:INFY-EQ', 'fyToken': '10100000001594', 'tt': 1670976000, 'cmd': {'t': 1670990220, 'o': 1586.65, 'h': 1587.7, 'l': 1586.55, 'c': 1587.6, 'v': 3826, 'tf': '9:27'}}}]}

1670990223399 :: quotes :: {'symbols': 'NSE:APOLLOHOSP-EQ'} :: 1670990224299 :: {'s': 'ok', 'd': [{'n': 'NSE:APOLLOHOSP-EQ', 's': 'ok', 'v': {'ch': 3.2, 'chp': 0.07, 'lp': 4682.05, 'spread': 0.25, 'ask': 4682.25, 'bid': 4682.0, 'open_price': 4712.0, 'high_price': 4712.0, 'low_price': 4671.0, 'prev_close_price': 4678.85, 'volume': 35031, 'short_name': 'APOLLOHOSP-EQ', 'exchange': 'NSE', 'description': 'NSE:APOLLOHOSP-EQ', 'original_name': 'NSE:APOLLOHOSP-EQ', 'symbol': 'NSE:APOLLOHOSP-EQ', 'fyToken': '1010000000157', 'tt': 1670976000, 'cmd': {'t': 1670990220, 'o': 4683.9, 'h': 4683.9, 'l': 4682.05, 'c': 4682.05, 'v': 171, 'tf': '9:27'}}}]}

